H,AMMO_Time_Seconds,Matrix_Size
0.05,103.62102127075195,32x32
0.1,90.07844305038452,32x32
0.15,94.64870405197144,32x32
0.2,71.75990605354309,32x32
0.25,65.68758630752563,32x32
0.3,44.03289818763733,32x32
0.35,35.664023876190186,32x32
0.4,38.27782106399536,32x32
0.45,48.960108518600464,32x32
0.5,75.35735750198364,32x32
